SHEET,CHAIN,CO_OWNED,STATE,SOUTHJ,CENTRALJ,NORTHJ,PA1,PA2,SHORE,NCALLS,EMPFT,EMPPT,NMGRS,WAGE_ST,PCTAFF,MEALS,OPEN,HRSOPEN,PSODA,PFRY,PENTREE,NREGS,NREGS11,wave,treated,post,did,emp
128,2,1,1,0,1,0,0,0,0,1,3.0,16.0,2.00,5.05,1,11.00,11.00,1.05,0.79,2.32,3,2,,2,1,1,1,19.0
129,3,0,1,0,1,0,0,0,0,.,7.0,18.0,4.00,5.05,2,6.00,16.00,1.11,1.00,0.89,4,3,,2,1,1,1,25.0
131,3,0,1,0,1,0,0,0,0,2,8.0,22.0,3.00,5.05,2,7.00,15.00,1.05,1.11,1.05,5,4,,2,1,1,1,30.0
139,4,0,1,0,1,0,0,0,0,.,11.0,25.0,5.00,5.50,2,11.00,12.00,.,.,.,.,.,,2,1,1,1,36.0
143,4,0,1,0,1,0,0,0,0,2,,,.,.,.,.,.,.,.,.,.,.,,2,1,1,1,
144,4,0,1,0,1,0,0,0,0,1,4.0,37.0,3.00,5.05,2,10.50,12.50,0.94,0.94,1.26,2,2,,2,1,1,1,41.0
145,1,0,1,0,0,1,0,0,0,.,10.0,8.0,4.00,5.28,2,7.00,16.00,1.05,0.96,0.95,3,2,,2,1,1,1,18.0
147,1,0,1,0,0,1,0,0,0,1,6.0,0.0,3.00,5.25,2,7.00,14.00,1.13,0.91,0.91,2,2,,2,1,1,1,6.0
148,1,0,1,0,0,1,0,0,0,.,7.5,30.0,4.00,5.05,2,7.00,17.00,1.05,0.94,0.94,3,3,,2,1,1,1,37.5
151,1,0,1,0,0,1,0,0,0,2,0.0,0.0,0.00,.,.,.,.,.,.,.,.,.,,2,1,1,1,0.0
152,1,0,1,0,0,1,0,0,0,.,12.0,13.5,5.00,5.05,2,7.00,15.00,1.16,0.94,0.94,3,3,,2,1,1,1,25.5
157,2,0,1,0,0,1,0,0,0,2,12.0,8.0,2.00,5.50,1,10.50,11.00,0.95,0.83,2.47,2,2,,2,1,1,1,20.0
161,3,1,1,0,0,1,0,0,0,4,26.0,12.0,4.00,5.05,2,6.00,17.00,1.11,1.06,1.05,7,5,,2,1,1,1,38.0
163,3,1,1,0,0,1,0,0,0,.,1.5,33.0,3.00,5.05,2,7.00,15.00,.,.,.,.,.,,2,1,1,1,34.5
164,3,1,1,0,0,1,0,0,0,.,5.0,15.0,3.00,5.05,2,6.00,17.00,1.11,1.06,1.05,5,3,,2,1,1,1,20.0
165,4,0,1,0,0,1,0,0,0,1,10.0,17.0,4.00,5.05,2,10.50,12.50,1.05,0.98,1.05,2,2,,2,1,1,1,27.0
169,1,1,1,0,0,1,0,0,0,.,20.0,6.0,4.00,5.05,2,7.00,16.00,1.11,1.05,1.05,3,3,,2,1,1,1,26.0
170,1,1,1,0,0,1,0,0,0,.,20.0,20.0,4.00,5.05,1,7.00,16.00,1.29,1.11,1.18,4,4,,2,1,1,1,40.0
187,3,0,1,0,0,1,0,0,1,.,5.0,17.5,3.00,5.05,2,7.00,15.00,1.11,1.06,1.05,4,4,,2,1,1,1,22.5
190,3,1,1,0,0,1,0,0,0,.,7.0,30.0,4.00,5.05,2,7.00,15.00,1.05,1.01,1.74,5,3,,2,1,1,1,37.0
196,4,1,1,0,0,1,0,0,0,.,0.0,30.0,3.00,5.05,2,10.50,12.50,1.00,0.90,2.11,2,2,,2,1,1,1,30.0
197,1,0,1,0,0,1,0,0,0,1,5.0,21.0,5.00,5.05,3,7.00,17.00,1.05,0.95,0.95,3,1,,2,1,1,1,26.0
234,1,0,1,0,0,1,0,0,0,2,10.0,4.0,3.00,5.05,2,7.00,16.00,1.04,1.01,0.58,3,2,,2,1,1,1,14.0
240,3,1,1,0,0,1,0,0,0,1,15.0,15.0,3.00,5.05,2,6.00,17.00,1.10,1.00,1.05,6,4,,2,1,1,1,30.0
241,3,0,1,0,0,1,0,0,0,1,15.0,,4.00,5.05,2,7.00,16.00,1.15,1.05,1.05,5,5,,2,1,1,1,
242,3,1,1,0,0,1,0,0,0,.,12.0,10.0,3.00,5.05,2,7.00,16.00,1.11,1.06,1.05,6,4,,2,1,1,1,22.0
245,3,0,1,0,0,1,0,0,0,3,8.0,12.0,4.00,5.05,1,8.50,13.00,1.11,1.11,1.05,5,1,,2,1,1,1,20.0
259,1,0,1,1,0,0,0,0,0,.,15.0,15.0,4.00,5.05,2,7.50,14.50,1.05,.,0.84,3,3,,2,1,1,1,30.0
268,1,1,1,1,0,0,0,0,0,.,0.0,42.5,2.00,5.05,2,7.00,15.00,0.94,0.78,0.84,4,4,,2,1,1,1,42.5
271,2,1,1,1,0,0,0,0,0,1,0.0,15.0,3.00,5.05,2,11.00,12.00,0.90,0.73,2.28,4,3,,2,1,1,1,15.0
272,2,1,1,1,0,0,0,0,0,1,2.0,14.0,3.00,5.25,2,11.00,12.00,0.94,0.73,2.32,4,3,,2,1,1,1,16.0
274,2,1,1,1,0,0,0,0,0,.,3.0,7.0,3.00,5.05,1,11.00,11.00,.,.,2.32,.,.,,2,1,1,1,10.0
276,2,1,1,1,0,0,0,0,0,.,5.0,15.0,3.00,5.05,3,11.00,12.00,0.95,0.73,2.32,5,3,,2,1,1,1,20.0
296,1,1,1,0,0,1,0,0,0,3,4.0,9.0,6.00,5.05,2,7.00,16.00,1.05,0.94,1.00,3,2,,2,1,1,1,13.0
299,2,1,1,0,0,1,0,0,0,1,6.0,12.0,2.00,5.05,1,11.00,11.50,1.05,0.84,2.32,3,2,,2,1,1,1,18.0
301,2,1,1,0,0,1,0,0,0,1,2.0,7.0,1.00,5.05,2,11.00,10.50,0.94,0.84,2.32,3,2,,2,1,1,1,9.0
320,2,0,1,1,0,0,0,0,1,.,4.0,6.0,3.00,5.05,1,11.00,11.00,1.05,0.84,2.43,4,3,,2,1,1,1,10.0
321,2,0,1,1,0,0,0,0,1,2,4.0,11.0,2.00,5.05,1,11.00,12.00,1.05,0.84,2.43,4,3,,2,1,1,1,15.0
324,3,0,1,1,0,0,0,0,0,4,22.0,39.0,5.00,5.05,2,0.00,24.00,1.22,1.05,1.05,5,2,,2,1,1,1,61.0
326,3,1,1,1,0,0,0,0,1,1,0.0,45.0,4.00,5.05,2,0.00,24.00,1.22,.,1.05,4,2,,2,1,1,1,45.0
330,4,0,1,1,0,0,0,0,1,.,3.0,20.0,3.00,5.67,1,10.50,14.50,0.94,0.79,1.26,2,2,,2,1,1,1,23.0
334,1,0,1,1,0,0,0,0,0,.,0.0,20.0,3.00,5.05,3,9.00,12.50,0.90,0.90,0.85,3,2,,2,1,1,1,20.0
349,3,1,1,1,0,0,0,0,0,.,0.0,20.0,4.00,5.05,2,7.00,15.00,1.01,1.01,0.94,3,3,,2,1,1,1,20.0
354,4,0,1,1,0,0,0,0,0,.,9.0,7.0,3.00,5.05,1,10.50,10.50,1.00,0.85,0.94,2,2,,2,1,1,1,16.0
356,4,0,1,1,0,0,0,0,0,.,0.0,28.0,4.00,5.05,1,10.50,11.50,1.00,0.85,1.05,2,2,,2,1,1,1,28.0
357,4,0,1,0,0,1,0,0,0,.,21.0,6.0,3.00,5.25,1,10.50,12.50,1.00,0.84,2.35,2,2,,2,1,1,1,27.0
371,1,0,1,0,0,1,0,0,0,.,11.0,22.0,5.00,5.25,3,7.00,16.00,.,.,.,4,2,,2,1,1,1,33.0
373,1,1,1,0,0,1,0,0,0,.,18.0,15.0,4.00,5.05,2,6.50,15.50,1.10,0.94,1.02,6,5,,2,1,1,1,33.0
375,1,0,1,0,0,1,0,0,0,1,0.0,25.0,4.00,5.50,1,7.00,15.00,1.05,0.94,1.01,3,3,,2,1,1,1,25.0
378,1,1,1,0,0,1,0,0,0,.,20.0,15.0,4.00,5.05,2,6.00,19.00,1.05,0.99,1.03,6,4,,2,1,1,1,35.0
381,1,0,1,0,0,1,0,0,0,.,15.0,15.0,5.00,5.05,2,6.50,16.50,1.37,1.16,1.16,4,2,,2,1,1,1,30.0
403,3,1,1,0,0,1,0,0,0,3,11.0,23.0,3.00,5.05,2,7.00,16.00,1.11,1.06,1.05,4,4,,2,1,1,1,34.0
406,4,1,1,0,0,1,0,0,0,.,17.0,22.0,4.00,5.50,1,10.50,12.50,0.84,0.94,1.99,2,2,,2,1,1,1,39.0
407,4,1,1,0,0,1,0,0,0,.,8.0,7.0,3.00,5.50,2,11.00,10.50,1.05,1.16,2.32,1,1,,2,1,1,1,15.0
409,1,0,1,0,0,1,0,0,0,2,0.0,15.0,3.00,5.05,1,7.00,15.00,1.09,1.04,1.01,3,3,,2,1,1,1,15.0
1,1,0,1,0,1,0,0,0,0,.,20.0,40.0,4.00,5.05,2,7.00,16.00,1.05,0.79,0.90,4,3,,2,1,1,1,60.0
2,1,0,1,0,1,0,0,0,0,.,7.5,10.0,3.00,5.25,1,7.00,15.00,1.05,1.01,0.94,2,2,,2,1,1,1,17.5
3,2,0,1,0,1,0,0,0,0,2,4.0,7.0,3.00,5.05,1,11.00,11.00,1.05,0.94,2.75,5,3,,2,1,1,1,11.0
4,3,0,1,0,1,0,0,0,0,.,5.0,30.0,4.00,5.05,2,8.00,13.50,1.22,1.37,0.89,6,4,,2,1,1,1,35.0
5,3,0,1,0,1,0,0,0,0,2,10.0,30.0,4.00,5.15,2,6.00,17.00,1.05,0.94,0.94,5,5,,2,1,1,1,40.0
8,4,0,1,0,1,0,0,0,0,.,15.0,25.0,3.00,5.05,2,10.00,13.00,1.01,1.01,0.94,2,2,,2,1,1,1,40.0
9,1,0,1,0,1,0,0,0,0,.,0.0,32.0,4.00,5.05,2,7.00,16.00,1.11,0.92,1.01,4,3,,2,1,1,1,32.0
10,1,0,1,0,1,0,0,0,0,.,15.0,15.0,4.00,5.05,2,7.00,16.00,0.94,0.87,0.94,3,2,,2,1,1,1,30.0
11,1,0,1,0,1,0,0,0,0,1,12.0,24.0,3.00,5.05,2,7.00,16.00,1.05,0.87,0.94,3,2,,2,1,1,1,36.0
12,1,0,1,0,1,0,0,0,0,3,15.0,15.0,4.00,5.05,3,7.00,16.00,1.01,0.92,0.94,3,2,,2,1,1,1,30.0
13,2,0,1,0,1,0,0,0,0,1,2.0,11.0,3.00,5.00,1,11.00,11.00,1.01,0.94,2.75,4,3,,2,1,1,1,13.0
15,3,0,1,0,1,0,0,0,0,5,5.0,20.0,3.00,5.05,2,6.00,17.00,1.05,1.01,2.00,3,3,,2,1,1,1,25.0
16,3,0,1,0,1,0,0,0,0,.,7.0,17.0,3.00,5.05,2,6.00,17.00,1.05,1.01,0.94,5,5,,2,1,1,1,24.0
17,3,0,1,0,1,0,0,0,0,1,4.0,35.0,4.00,5.05,2,6.00,17.00,1.05,0.94,0.95,6,5,,2,1,1,1,39.0
18,3,0,1,0,1,0,0,0,0,.,8.0,38.0,5.00,5.05,2,6.00,17.00,1.05,1.00,0.63,7,7,,2,1,1,1,46.0
19,1,0,1,1,0,0,0,0,0,.,6.0,44.0,5.00,5.05,2,6.00,16.00,1.04,0.93,0.95,2,2,,2,1,1,1,50.0
21,2,0,1,1,0,0,0,0,0,1,0.0,11.0,2.00,5.05,2,11.00,10.00,0.94,0.94,2.43,3,3,,2,1,1,1,11.0
22,3,0,1,1,0,0,0,0,0,.,3.0,15.0,2.00,5.05,2,7.00,15.00,1.05,1.05,0.94,4,4,,2,1,1,1,18.0
23,1,0,1,0,0,1,0,0,0,1,14.0,14.0,3.00,5.05,1,6.50,16.50,1.05,0.94,0.94,3,2,,2,1,1,1,28.0
24,1,0,1,0,1,0,0,0,0,3,15.0,20.0,4.00,5.05,2,.,.,1.05,0.94,1.00,4,3,,2,1,1,1,35.0
28,2,0,1,0,0,1,0,0,0,3,6.0,2.0,3.00,.,1,11.00,10.00,.,1.05,2.64,3,2,,2,1,1,1,8.0
29,2,0,1,0,0,1,0,0,0,.,0.0,13.0,3.00,5.05,1,11.00,11.00,1.05,1.05,2.64,3,3,,2,1,1,1,13.0
32,3,0,1,0,0,1,0,0,0,1,2.0,25.0,3.00,5.05,2,10.50,11.50,1.22,1.11,2.28,4,4,,2,1,1,1,27.0
34,3,1,1,0,0,1,0,0,0,.,11.0,7.0,3.00,5.05,2,10.50,11.50,1.22,1.11,0.73,5,2,,2,1,1,1,18.0
35,4,0,1,0,0,1,0,0,0,6,13.0,18.0,3.00,5.05,2,10.50,11.50,1.03,.,.,2,2,,2,1,1,1,31.0
38,1,0,1,0,1,0,0,0,0,.,10.0,20.0,6.00,5.05,3,6.50,17.50,0.98,0.82,0.76,3,2,,2,1,1,1,30.0
63,1,1,1,0,0,1,0,0,0,1,15.0,10.0,4.00,5.05,2,7.00,18.00,1.11,1.01,1.09,4,3,,2,1,1,1,25.0
64,1,0,1,0,0,1,0,0,0,.,13.0,13.0,3.00,5.05,2,7.00,16.00,1.05,0.95,0.95,3,3,,2,1,1,1,26.0
65,1,0,1,0,0,1,0,0,0,3,,,3.00,5.05,.,.,.,.,.,.,.,.,,2,1,1,1,
66,1,0,1,0,0,1,0,0,0,.,26.0,10.0,4.00,5.05,1,7.00,17.00,1.05,0.95,0.95,3,3,,2,1,1,1,36.0
67,1,0,1,0,0,1,0,0,0,.,4.0,17.5,5.00,5.05,1,8.00,13.50,1.32,1.05,1.22,3,3,,2,1,1,1,21.5
68,1,0,1,0,0,1,0,0,0,.,13.0,17.0,3.00,5.05,3,7.00,17.00,1.05,0.95,0.95,3,1,,2,1,1,1,30.0
69,1,0,1,0,0,1,0,0,0,.,0.0,27.0,3.00,5.05,2,7.00,18.00,1.26,1.01,1.00,4,2,,2,1,1,1,27.0
70,1,0,1,0,0,1,0,0,0,.,10.0,30.0,5.00,5.05,1,7.00,16.00,1.05,0.95,1.01,3,3,,2,1,1,1,40.0
71,1,0,1,0,0,1,0,0,0,.,29.0,14.0,3.00,5.05,3,7.00,17.00,1.05,0.95,0.95,3,2,,2,1,1,1,43.0
73,2,0,1,0,0,1,0,0,0,2,14.0,0.0,3.00,5.05,2,11.00,11.00,1.05,1.05,2.43,3,.,,2,1,1,1,14.0
75,2,0,1,0,0,1,0,0,0,.,4.0,11.0,3.00,5.05,2,11.00,11.00,1.16,1.16,2.75,3,3,,2,1,1,1,15.0
76,3,1,1,0,0,1,0,0,0,.,25.0,15.0,6.00,5.05,2,6.50,16.50,1.11,1.06,1.05,6,3,,2,1,1,1,40.0
79,3,1,1,0,0,1,0,0,0,.,8.0,18.0,3.00,5.05,2,7.00,16.00,1.11,1.06,1.05,5,4,,2,1,1,1,26.0
80,4,0,1,0,0,1,0,0,0,2,11.0,14.0,3.00,5.05,2,10.50,12.50,1.12,0.98,0.99,2,1,,2,1,1,1,25.0
84,1,0,1,0,1,0,0,0,0,.,12.0,30.0,5.00,5.05,2,7.00,16.00,1.05,0.90,0.94,3,3,,2,1,1,1,42.0
86,1,0,1,0,1,0,0,0,0,.,9.0,12.0,4.00,5.05,3,7.00,15.00,1.05,1.05,1.04,3,3,,2,1,1,1,21.0
87,1,0,1,0,1,0,0,0,1,.,0.0,30.0,5.00,5.05,3,7.00,15.00,1.00,0.99,1.04,3,3,,2,1,1,1,30.0
88,1,0,1,1,0,0,0,0,0,2,4.0,37.0,4.00,5.05,2,7.00,15.00,1.05,0.87,0.94,5,2,,2,1,1,1,41.0
91,1,1,1,0,1,0,0,0,1,1,0.0,30.0,4.00,5.05,1,7.00,17.00,1.11,1.05,1.05,3,3,,2,1,1,1,30.0
92,1,1,1,0,1,0,0,0,1,.,14.0,6.0,3.00,5.05,2,7.00,15.00,1.11,1.01,1.05,3,3,,2,1,1,1,20.0
93,1,1,1,0,0,1,0,0,0,.,5.0,25.0,5.00,5.05,2,7.00,16.00,1.11,1.05,1.05,4,3,,2,1,1,1,30.0
95,2,0,1,0,1,0,0,0,0,.,0.0,14.0,3.00,5.05,1,11.00,10.00,1.05,0.75,2.53,3,3,,2,1,1,1,14.0
96,2,0,1,0,0,1,0,0,0,3,0.0,15.0,5.00,5.05,2,11.50,10.50,1.05,0.94,2.59,4,0,,2,1,1,1,15.0
97,2,0,1,0,1,0,0,0,0,.,2.5,11.0,3.00,5.05,2,11.00,10.00,1.05,0.80,2.54,3,2,,2,1,1,1,13.5
98,2,0,1,0,1,0,0,0,1,.,3.0,13.0,3.00,5.05,1,11.00,10.00,1.05,0.90,2.53,3,3,,2,1,1,1,16.0
99,3,1,1,0,1,0,0,0,1,6,30.0,50.0,4.00,5.05,2,0.00,24.00,1.22,1.17,2.32,5,2,,2,1,1,1,80.0
101,3,0,1,0,1,0,0,0,1,.,10.0,12.0,3.00,5.05,2,7.00,15.00,1.15,1.10,1.05,8,3,,2,1,1,1,22.0
102,3,0,1,1,0,0,0,0,0,.,0.0,27.0,2.00,5.05,2,7.00,15.00,1.07,1.01,1.05,5,5,,2,1,1,1,27.0
104,4,0,1,0,1,0,0,0,1,1,11.0,10.0,3.00,5.05,2,10.50,12.50,1.00,0.84,0.94,2,2,,2,1,1,1,21.0
105,1,0,1,0,0,1,0,0,0,.,0.0,45.0,4.00,5.05,2,6.50,16.50,1.05,0.99,1.16,4,3,,2,1,1,1,45.0
106,1,0,1,0,0,1,0,0,0,.,2.0,25.0,3.00,5.05,0,7.00,16.00,1.05,0.95,0.95,2,2,,2,1,1,1,27.0
107,1,1,1,0,0,1,0,0,0,9,13.5,10.0,2.00,5.05,1,8.00,14.00,.,1.01,1.00,4,2,,2,1,1,1,23.5
108,1,0,1,0,0,1,0,0,0,.,11.0,24.0,5.00,5.05,1,7.00,17.00,1.37,1.02,1.05,3,3,,2,1,1,1,35.0
111,3,0,1,0,0,1,0,0,0,1,20.0,14.5,3.00,5.05,2,7.00,16.00,1.16,1.16,1.00,5,4,,2,1,1,1,34.5
114,1,0,1,0,1,0,0,0,0,1,20.0,40.0,4.00,5.25,2,6.50,16.50,1.11,0.94,0.94,3,3,,2,1,1,1,60.0
115,1,0,1,0,1,0,0,0,0,.,6.0,15.0,4.00,5.05,1,7.00,17.00,1.05,0.95,1.01,4,4,,2,1,1,1,21.0
116,1,0,1,0,1,0,0,0,0,.,22.0,12.0,3.00,5.05,2,8.50,13.00,1.39,0.95,1.21,8,2,,2,1,1,1,34.0
118,1,0,1,0,0,1,0,0,0,.,18.0,20.0,3.00,5.05,2,7.00,15.00,1.05,0.94,1.00,4,2,,2,1,1,1,38.0
119,1,0,1,0,0,1,0,0,0,1,18.0,13.0,4.00,5.05,3,6.50,17.50,1.05,0.89,0.95,3,3,,2,1,1,1,31.0
120,1,1,1,0,1,0,0,0,0,3,0.0,30.0,4.00,5.05,2,7.00,16.00,1.05,1.05,1.05,3,2,,2,1,1,1,30.0
122,1,0,1,0,0,1,0,0,0,.,10.0,50.0,6.00,5.05,1,9.00,12.50,1.15,0.94,1.15,6,4,,2,1,1,1,60.0
124,1,0,1,0,1,0,0,0,0,.,21.0,6.0,4.00,5.05,3,7.00,15.00,1.16,0.94,1.12,2,2,,2,1,1,1,27.0
125,2,0,1,0,1,0,0,0,0,.,0.0,15.0,2.00,5.05,1,10.00,12.00,1.01,1.01,2.49,4,3,,2,1,1,1,15.0
130,3,1,1,0,1,0,0,0,0,6,2.0,38.0,4.00,5.05,2,7.00,16.00,1.11,1.06,1.05,5,3,,2,1,1,1,40.0
132,3,1,1,0,1,0,0,0,0,.,15.0,20.0,3.00,5.50,2,7.00,14.00,.,.,.,2,2,,2,1,1,1,35.0
133,3,1,1,0,1,0,0,0,0,.,3.0,20.0,3.00,5.05,2,7.00,15.00,1.11,1.06,2.11,5,3,,2,1,1,1,23.0
134,3,0,1,0,1,0,0,0,0,.,6.0,27.5,3.00,5.05,2,6.00,16.00,1.11,1.06,0.94,4,3,,2,1,1,1,33.5
136,3,1,1,0,1,0,0,0,0,3,,,.,.,.,7.00,16.00,.,.,.,.,.,,2,1,1,1,
137,3,1,1,0,0,1,0,0,0,1,12.0,30.0,5.00,5.05,2,7.00,15.00,1.11,1.11,1.05,5,3,,2,1,1,1,42.0
140,4,0,1,0,1,0,0,0,0,.,5.0,35.0,5.00,5.67,2,10.50,11.50,1.00,0.94,1.05,2,2,,2,1,1,1,40.0
141,4,0,1,0,1,0,0,0,0,2,10.0,25.0,3.00,5.05,2,10.50,12.50,1.05,0.84,1.34,2,2,,2,1,1,1,35.0
142,4,0,1,0,0,1,0,0,0,.,40.0,31.0,5.00,5.05,2,10.00,11.50,1.01,0.89,1.26,2,2,,2,1,1,1,71.0
146,1,0,1,0,0,1,0,0,0,.,0.0,32.0,4.50,5.05,2,7.00,16.00,1.05,0.99,1.05,4,3,,2,1,1,1,32.0
149,1,0,1,0,0,1,0,0,0,.,8.0,10.0,3.00,5.05,2,7.00,16.00,1.05,0.94,0.94,2,2,,2,1,1,1,18.0
150,1,0,1,0,0,1,0,0,0,8,12.0,20.0,3.00,5.75,2,7.00,15.00,1.11,0.88,0.88,3,2,,2,1,1,1,32.0
156,1,0,1,0,0,1,0,0,0,.,2.0,18.0,2.00,5.05,2,7.00,15.00,0.95,0.94,1.01,3,.,,2,1,1,1,20.0
158,2,0,1,0,0,1,0,0,0,.,3.0,4.0,4.00,5.05,1,11.00,11.50,0.95,0.94,2.49,3,2,,2,1,1,1,7.0
159,2,0,1,0,0,1,0,0,0,.,10.0,5.0,4.00,5.25,1,10.50,11.50,0.95,0.84,2.49,4,3,,2,1,1,1,15.0
162,3,1,1,0,0,1,0,0,0,.,3.0,30.0,3.00,5.05,2,7.00,15.50,1.11,1.01,1.05,6,5,,2,1,1,1,33.0
166,4,0,1,0,0,1,0,0,0,1,0.0,35.0,4.00,5.05,2,10.50,12.50,1.11,0.84,1.26,2,2,,2,1,1,1,35.0
168,1,0,1,0,0,1,0,0,0,.,0.0,32.0,4.00,5.25,1,6.00,16.00,1.11,0.95,1.14,3,1,,2,1,1,1,32.0
171,1,1,1,0,0,1,0,0,1,.,10.0,12.5,5.00,5.05,2,7.00,16.00,1.18,1.04,1.03,3,3,,2,1,1,1,22.5
172,1,0,1,0,0,1,0,0,0,2,7.0,23.0,3.00,5.05,1,9.00,13.00,1.11,1.01,1.05,6,3,,2,1,1,1,30.0
173,1,0,1,0,0,1,0,0,0,1,11.0,30.0,5.00,5.05,2,6.00,18.00,1.05,0.94,1.04,4,3,,2,1,1,1,41.0
174,1,0,1,0,0,1,0,0,1,.,20.0,20.0,3.00,5.05,2,7.00,16.00,1.05,0.90,0.98,3,3,,2,1,1,1,40.0
176,1,0,1,0,0,1,0,0,0,1,20.0,27.5,4.00,5.05,2,7.00,16.00,1.04,1.06,.,.,.,,2,1,1,1,47.5
178,2,1,1,0,0,1,0,0,1,.,1.0,10.0,3.00,5.05,1,11.00,10.50,1.01,0.94,2.64,3,2,,2,1,1,1,11.0
179,2,0,1,0,0,1,0,0,0,3,2.0,10.0,4.00,5.05,1,10.50,11.00,0.94,0.84,2.49,3,3,,2,1,1,1,12.0
180,2,0,1,0,0,1,0,0,1,.,0.0,17.5,4.00,5.05,2,11.00,12.00,1.05,1.05,2.85,4,4,,2,1,1,1,17.5
182,2,0,1,1,0,0,0,0,1,.,0.0,15.0,3.00,5.05,2,11.50,10.00,1.05,1.00,2.73,4,3,,2,1,1,1,15.0
183,2,0,1,0,0,1,0,0,0,4,15.0,10.0,2.00,5.05,2,11.00,10.50,1.05,1.00,2.75,4,3,,2,1,1,1,25.0
185,2,0,1,0,1,0,0,0,1,.,2.0,6.0,3.00,5.05,1,11.00,10.50,1.05,1.00,2.75,3,3,,2,1,1,1,8.0
186,3,0,1,0,0,1,0,0,0,3,12.0,18.0,4.00,5.05,2,6.00,16.00,1.17,1.06,0.95,5,3,,2,1,1,1,30.0
189,3,0,1,0,0,1,0,0,0,.,0.0,19.0,3.00,5.05,2,7.00,15.00,1.11,1.06,1.05,5,3,,2,1,1,1,19.0
192,4,0,1,0,0,1,0,0,0,.,4.5,30.0,3.00,5.25,2,10.50,12.50,1.05,0.84,1.26,2,2,,2,1,1,1,34.5
193,4,0,1,0,0,1,0,0,1,2,4.0,9.0,3.00,5.05,2,9.00,13.00,1.01,0.90,1.26,2,1,,2,1,1,1,13.0
195,4,0,1,0,0,1,0,0,1,2,8.0,25.0,3.00,5.05,2,10.50,12.50,0.94,0.84,2.11,2,2,,2,1,1,1,33.0
198,1,0,1,0,0,1,0,0,0,8,10.0,32.0,4.00,5.05,2,7.00,16.00,1.05,0.94,0.94,3,3,,2,1,1,1,42.0
199,2,0,1,0,0,1,0,0,0,.,11.0,3.0,4.00,5.05,1,11.00,10.50,0.91,0.90,2.45,4,3,,2,1,1,1,14.0
200,1,0,1,0,0,1,0,0,0,.,5.0,40.0,4.00,5.05,2,6.50,17.50,1.05,0.94,0.98,5,4,,2,1,1,1,45.0
201,1,0,1,0,0,1,0,0,0,.,16.0,22.0,3.00,5.05,1,7.00,17.00,1.05,0.95,0.95,3,3,,2,1,1,1,38.0
202,1,0,1,0,0,1,0,0,0,.,13.0,11.0,4.00,5.05,3,6.00,19.00,1.15,0.95,0.64,3,3,,2,1,1,1,24.0
203,1,0,1,0,0,1,0,0,0,.,4.0,34.0,3.00,5.05,0,7.00,17.00,1.05,0.95,0.95,3,2,,2,1,1,1,38.0
204,1,0,1,0,0,1,0,0,0,.,12.0,13.5,3.00,5.05,2,6.50,17.50,1.05,0.99,1.05,3,2,,2,1,1,1,25.5
207,2,1,1,0,0,1,0,0,0,.,8.5,6.0,2.00,5.20,1,11.00,12.00,1.05,0.84,2.32,5,3,,2,1,1,1,14.5
208,3,1,1,0,0,1,0,0,0,2,5.0,32.0,3.00,5.05,2,8.00,14.00,1.06,1.06,1.05,5,5,,2,1,1,1,37.0
209,3,1,1,0,0,1,0,0,0,.,6.0,37.0,4.00,5.05,2,7.00,16.00,1.11,1.06,1.05,5,5,,2,1,1,1,43.0
210,4,1,1,0,0,1,0,0,0,.,0.0,14.0,3.00,5.05,2,10.00,11.00,.,.,.,4,.,,2,1,1,1,14.0
211,1,0,1,1,0,0,0,0,0,.,2.0,35.0,4.00,5.05,2,7.00,15.00,.,0.90,.,3,2,,2,1,1,1,37.0
212,1,0,1,1,0,0,0,0,0,.,20.0,15.0,3.00,5.05,2,7.00,16.00,1.05,0.94,0.89,2,2,,2,1,1,1,35.0
213,1,1,1,1,0,0,0,0,0,2,12.0,17.5,4.00,5.05,2,6.50,17.50,1.05,0.94,0.94,4,3,,2,1,1,1,29.5
214,1,0,1,1,0,0,0,0,0,1,0.0,35.0,5.00,5.05,2,6.75,16.25,1.04,0.93,0.96,3,2,,2,1,1,1,35.0
215,1,0,1,1,0,0,0,0,0,.,20.0,10.0,3.00,5.05,3,7.00,16.00,0.93,0.84,0.93,3,3,,2,1,1,1,30.0
216,2,0,1,1,0,0,0,0,0,.,2.0,18.0,3.00,5.05,2,11.00,10.50,1.05,0.94,2.75,5,3,,2,1,1,1,20.0
217,2,1,1,1,0,0,0,0,0,.,0.0,12.0,3.00,5.05,1,10.50,10.50,0.94,0.73,2.32,4,4,,2,1,1,1,12.0
218,2,1,1,1,0,0,0,0,0,.,5.0,3.0,3.00,5.05,1,11.00,11.00,0.95,0.73,2.19,3,3,,2,1,1,1,8.0
219,2,1,1,1,0,0,0,0,0,.,9.0,9.0,2.00,5.05,1,10.50,10.50,0.94,0.73,2.53,.,.,,2,1,1,1,18.0
220,2,0,1,1,0,0,0,0,0,1,3.0,12.0,3.00,5.05,1,11.00,10.00,1.09,0.90,2.75,4,3,,2,1,1,1,15.0
221,2,0,1,1,0,0,0,0,0,.,1.0,15.0,3.00,5.05,1,11.00,11.00,1.05,0.94,2.53,4,3,,2,1,1,1,16.0
222,3,1,1,1,0,0,0,0,0,.,2.0,15.0,3.00,5.05,2,10.00,11.50,1.01,1.01,0.89,3,1,,2,1,1,1,17.0
